"","CatchId","Stage","Discharge (m3s-1)"
"1366",17595233,11.2776,7005.12056298
"1367",17595233,11.5824,7426.57519958
"1368",17595233,11.8872,7909.23841943
"1369",17595233,12.192,8354.90835058
"1370",17595233,12.4968,8818.13823096
"1371",17595233,12.8016,9318.54015359
"1372",17595233,13.1064,9853.26419784
"1373",17595233,13.4112,10394.7502697
"1374",17595233,13.716,10933.7271795
"1375",17595233,14.0208,11570.5570486
"1376",17595233,14.3256,12234.9851718
"1377",17595233,14.6304,12858.5748326
"1378",17595233,14.9352,13415.7638787
"1379",17595233,15.24,14103.1918762
"1380",17595233,15.5448,14739.9945718
"1381",17595233,15.8496,15420.5598406
"1382",17595233,16.1544,16120.4382491
"1383",17595233,16.4592,16906.2057078
"1384",17595233,16.764,17657.693544
"1385",17595233,17.0688,18457.5400003
"1386",17595233,17.3736,19243.375408
"1387",17595233,17.6784,20048.1136258
"1388",17595233,17.9832,20912.0096934
"1389",17595233,18.288,21727.8728679
"1390",17595233,18.5928,22542.6846578
"1391",17595233,18.8976,23385.1049314
"1392",17595233,19.2024,24423.1213958
"1393",17595233,19.5072,25417.5554584
"1394",17595233,19.812,26388.6575727
"1395",17595233,20.1168,27389.0299006
"1396",17595233,20.4216,28385.8944942
"1397",17595233,20.7264,29430.729862
"1398",17595233,21.0312,30411.3234847
"1399",17595233,21.336,31623.0346
"1400",17595233,21.6408,32663.2324185
"1401",17595233,21.9456,33778.5468708
"1402",17595233,22.2504,34919.3299268
"1403",17595233,22.5552,36129.3074241
"1404",17595233,22.86,37377.574481
"1405",17595233,23.1648,38691.3377804
"1406",17595233,23.4696,39977.1614168
"1407",17595233,23.7744,41318.5054937
"1408",17595233,24.0792,42546.0153331
"1409",17595233,24.384,43843.7878199
"1410",17595233,24.6888,45319.3592906
"1411",17595233,24.9936,46760.3589202
"1412",17595197,0,0
"1413",17595197,0.3048,7.65340935119
"1414",17595197,0.6096,24.1082637797
"1415",17595197,0.9144,46.1482112098
"1416",17595197,1.2192,72.2937114269
"1417",17595197,1.524,107.324570187
"1418",17595197,1.8288,149.34807056
"1419",17595197,2.1336,200.964918427
"1420",17595197,2.4384,260.150959265
"1421",17595197,2.7432,330.723182323
"1422",17595197,3.048,412.592563406
"1423",17595197,3.3528,504.810482569
"1424",17595197,3.6576,612.916885456
"1425",17595197,3.9624,733.690912062
"1426",17595197,4.2672,870.962678235
"1427",17595197,4.572,1004.82461401
"1428",17595197,4.8768,1152.42872789
"1429",17595197,5.1816,1319.34467716
"1430",17595197,5.4864,1501.38228698
"1431",17595197,5.7912,1703.44885328
"1432",17595197,6.096,1918.86642956
"1433",17595197,6.4008,2146.34555662
"1434",17595197,6.7056,2401.6242461
"1435",17595197,7.0104,2636.7784687
"1436",17595197,7.3152,2920.17341399
"1437",17595197,7.62,3210.85249893
"1438",17595197,7.9248,3522.97409201
"1439",17595197,8.2296,3823.32201783
"1440",17595197,8.5344,4162.86790034
"1441",17595197,8.8392,4543.64178805
"1442",17595197,9.144,4945.22099894
"1443",17595197,9.4488,5352.21978102
"1444",17595197,9.7536,5747.73017473
"1445",17595197,10.0584,6174.70540401
"1446",17595197,10.3632,6607.60802129
"1447",17595197,10.668,7063.62070512
"1448",17595197,10.9728,7553.19780359
"1449",17595197,11.2776,8061.33794743
"1450",17595197,11.5824,8567.93832391
"1451",17595197,11.8872,9099.03667745
"1452",17595197,12.192,9672.86661737
"1453",17595197,12.4968,10272.7403639
"1454",17595197,12.8016,10854.9036303
"1455",17595197,13.1064,11515.0356442
"1456",17595197,13.4112,12160.7819971
"1457",17595197,13.716,12786.1527661
"1458",17595197,14.0208,13493.6062025
"1459",17595197,14.3256,14161.5951469
"1460",17595197,14.6304,14863.8751483
"1461",17595197,14.9352,15620.0157494
"1462",17595197,15.24,16336.9861044
"1463",17595197,15.5448,17115.0395697
"1464",17595197,15.8496,17897.6188138
"1465",17595197,16.1544,18756.7051431
"1466",17595197,16.4592,19677.2721809
"1467",17595197,16.764,20643.6628171
"1468",17595197,17.0688,21561.7105349
"1469",17595197,17.3736,22499.5479253
"1470",17595197,17.6784,23507.647537
"1471",17595197,17.9832,24489.4009108
"1472",17595197,18.288,25498.1642612
"1473",17595197,18.5928,26484.615439
"1474",17595197,18.8976,27514.0554899
"1475",17595197,19.2024,28510.0145914
"1476",17595197,19.5072,29623.4620393
"1477",17595197,19.812,30758.0645967
"1478",17595197,20.1168,31889.3946227
"1479",17595197,20.4216,33008.1182152
"1480",17595197,20.7264,34257.5355355
"1481",17595197,21.0312,35568.420211
"1482",17595197,21.336,36883.4560157
"1483",17595197,21.6408,38249.1538954
"1484",17595197,21.9456,39590.9841424
"1485",17595197,22.2504,40952.2607759
"1486",17595197,22.5552,42323.220308
"1487",17595197,22.86,43781.1880722
"1488",17595197,23.1648,45221.0824151
"1489",17595197,23.4696,46705.6419188
"1490",17595197,23.7744,48152.4044555
"1491",17595197,24.0792,49544.9462506
"1492",17595197,24.384,51114.6987481
"1493",17595197,24.6888,52629.227931
"1494",17595197,24.9936,54258.8782985
"1495",17595219,0,0
"1496",17595219,0.3048,11.1265225121
"1497",17595219,0.6096,35.133716697
"1498",17595219,0.9144,68.5458135604
"1499",17595219,1.2192,111.528330293
"1500",17595219,1.524,161.481311094
"1501",17595219,1.8288,218.824243912
"1502",17595219,2.1336,281.010404695
"1503",17595219,2.4384,350.049745746
"1504",17595219,2.7432,422.689496152
"1505",17595219,3.048,508.987424454
"1506",17595219,3.3528,605.91861036
"1507",17595219,3.6576,715.770409254
"1508",17595219,3.9624,844.723104804
"1509",17595219,4.2672,977.35146033
"1510",17595219,4.572,1115.97439743
"1511",17595219,4.8768,1276.72538797
"1512",17595219,5.1816,1457.37535301
"1513",17595219,5.4864,1652.97011528
"1514",17595219,5.7912,1862.12829257
"1515",17595219,6.096,2047.2990761
"1516",17595219,6.4008,2255.49161462
"1517",17595219,6.7056,2488.97793659
"1518",17595219,7.0104,2720.11550292
"1519",17595219,7.3152,2970.97467292
"1520",17595219,7.62,3220.16415594
"1521",17595219,7.9248,3506.17369782
"1522",17595219,8.2296,3810.51926411
"1523",17595219,8.5344,4111.48663065
"1524",17595219,8.8392,4390.25760358
"1525",17595219,9.144,4738.97404729
"1526",17595219,9.4488,5124.45751559
"1527",17595219,9.7536,5469.96640579
"1528",17595219,10.0584,5871.95598855
"1529",17595219,10.3632,6304.79023005
"1530",17595219,10.668,6677.2934593
"1531",17595219,10.9728,7144.84490733
"1532",17595219,11.2776,7554.44483069
"1533",17595219,11.5824,8017.64944942
"1534",17595219,11.8872,8526.63833263
"1535",17595219,12.192,8997.9697068
"1536",17595219,12.4968,9476.28908167
"1537",17595219,12.8016,9968.07091787
"1538",17595219,13.1064,10531.866744
"1539",17595219,13.4112,11050.7786184
"1540",17595219,13.716,11635.3620094
"1541",17595219,14.0208,12269.7846176
"1542",17595219,14.3256,12867.8772438
"1543",17595219,14.6304,13483.891063
"1544",17595219,14.9352,14111.4890023
"1545",17595219,15.24,14850.1066449
"1546",17595219,15.5448,15564.7640484
"1547",17595219,15.8496,16267.8760675
"1548",17595219,16.1544,17016.5368584
"1549",17595219,16.4592,17810.4577981
"1550",17595219,16.764,18583.3093638
"1551",17595219,17.0688,19360.6535746
"1552",17595219,17.3736,20168.173413
"1553",17595219,17.6784,21011.0188713
"1554",17595219,17.9832,21828.7041259
"1555",17595219,18.288,22653.4987371
"1556",17595219,18.5928,23570.9241036
"1557",17595219,18.8976,24404.9151423
"1558",17595219,19.2024,25351.7875457
"1559",17595219,19.5072,26253.6746224
"1560",17595219,19.812,27243.0780977
"1561",17595219,20.1168,28375.8835707
"1562",17595219,20.4216,29424.5532843
"1563",17595219,20.7264,30513.5142349
"1564",17595219,21.0312,31621.1159198
"1565",17595219,21.336,32653.0091113
"1566",17595219,21.6408,33779.0062938
"1567",17595219,21.9456,34900.6895843
"1568",17595219,22.2504,35990.4257397
"1569",17595219,22.5552,37180.592852
"1570",17595219,22.86,38258.5625161
"1571",17595219,23.1648,39531.1195909
"1572",17595219,23.4696,40867.6717836
"1573",17595219,23.7744,42212.1572696
"1574",17595219,24.0792,43668.7029772
"1575",17595219,24.384,45015.7817023
"1576",17595219,24.6888,46505.9779723
"1577",17595219,24.9936,47915.3745834
"1578",17596229,0,0
"1579",17596229,0.3048,68.567143329
"1580",17596229,0.6096,221.562733972
"1581",17596229,0.9144,441.341629357
"1582",17596229,1.2192,717.388310419
"1583",17596229,1.524,1050.75581642
"1584",17596229,1.8288,1437.55826316
"1585",17596229,2.1336,1872.38683341
"1586",17596229,2.4384,2321.48718103
"1587",17596229,2.7432,2846.72153299
"1588",17596229,3.048,3417.1549723
"1589",17596229,3.3528,4012.70086535
"1590",17596229,3.6576,4682.42098853
"1591",17596229,3.9624,5401.89230637
"1592",17596229,4.2672,6125.54707912
"1593",17596229,4.572,6910.60653807
"1594",17596229,4.8768,7724.09957725
"1595",17596229,5.1816,8482.16333623
"1596",17596229,5.4864,9363.19234761
"1597",17596229,5.7912,10329.2358051
"1598",17596229,6.096,11252.3021682
"1599",17596229,6.4008,12249.5308781
"1600",17596229,6.7056,13397.6289844
"1601",17596229,7.0104,14502.2615823
"1602",17596229,7.3152,15567.4598739
"1603",17596229,7.62,16632.0523079
"1604",17596229,7.9248,17834.768669
"1605",17596229,8.2296,19026.4394414
"1606",17596229,8.5344,20363.5730592
"1607",17596229,8.8392,21503.4635813
"1608",17596229,9.144,22894.0310584
"1609",17596229,9.4488,24196.2945493
"1610",17596229,9.7536,25639.4854761
"1611",17596229,10.0584,27003.0886268
"1612",17596229,10.3632,28268.4125622
"1613",17596229,10.668,29839.8795991
"1614",17596229,10.9728,31369.9513201
"1615",17596229,11.2776,32977.9475931
"1616",17596229,11.5824,34437.9729658
"1617",17596229,11.8872,36020.9972179
"1618",17596229,12.192,37568.8539206
"1619",17596229,12.4968,39283.0747481
"1620",17596229,12.8016,40991.3702669
"1621",17596229,13.1064,42773.9498721
"1622",17596229,13.4112,44560.3847737
"1623",17596229,13.716,46165.1591799
"1624",17596229,14.0208,47863.8510777
"1625",17596229,14.3256,49927.2295882
"1626",17596229,14.6304,52132.2459222
"1627",17596229,14.9352,54220.4004316
"1628",17596229,15.24,56134.6872284
"1629",17596229,15.5448,58325.050509
"1630",17596229,15.8496,60615.7876853
"1631",17596229,16.1544,62946.5977665
"1632",17596229,16.4592,65024.014622
"1633",17596229,16.764,67528.4555938
"1634",17596229,17.0688,69574.002151
"1635",17596229,17.3736,71868.6313648
"1636",17596229,17.6784,74476.7752496
"1637",17596229,17.9832,76937.5106232
"1638",17596229,18.288,79665.3334457
"1639",17596229,18.5928,81868.2040921
"1640",17596229,18.8976,84709.3840505
"1641",17596229,19.2024,87009.3351403
"1642",17596229,19.5072,89799.0494122
"1643",17596229,19.812,92376.8333869
"1644",17596229,20.1168,95090.8245565
"1645",17596229,20.4216,98247.1800583
"1646",17596229,20.7264,101202.093618
"1647",17596229,21.0312,104307.789323
"1648",17596229,21.336,107529.763028
"1649",17596229,21.6408,110414.328907
"1650",17596229,21.9456,113448.718999
"1651",17596229,22.2504,116796.0839
"1652",17596229,22.5552,119925.265136
"1653",17596229,22.86,123562.958287
"1654",17596229,23.1648,126887.773909
"1655",17596229,23.4696,130634.623263
"1656",17596229,23.7744,133974.518031
"1657",17596229,24.0792,137595.411401
"1658",17596229,24.384,141170.817133
"1659",17596229,24.6888,145008.180979
"1660",17596229,24.9936,149505.384574
"1661",17595221,0,0
"1662",17595221,0.3048,9.62603062327
"1663",17595221,0.6096,30.5607422753
"1664",17595221,0.9144,59.6987745124
"1665",17595221,1.2192,95.9070190589
"1666",17595221,1.524,139.855967058
"1667",17595221,1.8288,185.188541974
"1668",17595221,2.1336,237.600003041
"1669",17595221,2.4384,296.358787145
"1670",17595221,2.7432,362.025397644
"1671",17595221,3.048,436.166470186
"1672",17595221,3.3528,510.419337052
"1673",17595221,3.6576,582.689776186
"1674",17595221,3.9624,660.972519002
"1675",17595221,4.2672,756.635730287
"1676",17595221,4.572,855.191318605
"1677",17595221,4.8768,966.453409002
"1678",17595221,5.1816,1073.46067111
"1679",17595221,5.4864,1238.2173648
"1680",17595221,5.7912,1403.94250976
"1681",17595221,6.096,1554.87308396
"1682",17595221,6.4008,1726.34527562
"1683",17595221,6.7056,1905.07611773
"1684",17595221,7.0104,2085.5900089
"1685",17595221,7.3152,2310.95894513
"1686",17595221,7.62,2527.44021213
"1687",17595221,7.9248,2745.47767889
"1688",17595221,8.2296,2998.7396216
"1689",17595221,8.5344,3268.62068692
"1690",17595221,8.8392,3518.96274526
"1691",17595221,9.144,3795.81653776
"1692",17595221,9.4488,4139.1591588
"1693",17595221,9.7536,4370.70261969
"1694",17595221,10.0584,4713.59753726
"1695",17595221,10.3632,5018.62868576
"1696",17595221,10.668,5383.58139712
"1697",17595221,10.9728,5774.51028899
"1698",17595221,11.2776,6205.79826264
"1699",17595221,11.5824,6583.3891368
"1700",17595221,11.8872,7065.72614364
"1701",17595221,12.192,7548.98715003
"1702",17595221,12.4968,8034.11673124
"1703",17595221,12.8016,8482.94410717
"1704",17595221,13.1064,8933.83754042
"1705",17595221,13.4112,9428.44216146
"1706",17595221,13.716,9842.1190984
"1707",17595221,14.0208,10483.0485642
"1708",17595221,14.3256,11056.6318285
"1709",17595221,14.6304,11646.9320791
"1710",17595221,14.9352,12184.6848145
"1711",17595221,15.24,12879.3288191
"1712",17595221,15.5448,13456.1927228
"1713",17595221,15.8496,14111.9891377
"1714",17595221,16.1544,14894.3033411
"1715",17595221,16.4592,15669.2592165
"1716",17595221,16.764,16423.9233753
"1717",17595221,17.0688,17155.5456198
"1718",17595221,17.3736,18018.5944327
"1719",17595221,17.6784,18881.5428506
"1720",17595221,17.9832,19763.1715868
"1721",17595221,18.288,20639.0295587
"1722",17595221,18.5928,21484.2369526
"1723",17595221,18.8976,22183.7874337
"1724",17595221,19.2024,23033.5198837
"1725",17595221,19.5072,23868.6244797
"1726",17595221,19.812,24878.0462726
"1727",17595221,20.1168,25916.6639233
"1728",17595221,20.4216,26945.9557716
"1729",17595221,20.7264,28050.5423463
"1730",17595221,21.0312,29099.7208305
"1731",17595221,21.336,30145.4193451
"1732",17595221,21.6408,31045.3659466
"1733",17595221,21.9456,32331.169379
"1734",17595221,22.2504,33576.7399324
"1735",17595221,22.5552,34940.5639533
"1736",17595221,22.86,36166.4564456
"1737",17595221,23.1648,37259.2713665
"1738",17595221,23.4696,38383.5837837
"1739",17595221,23.7744,39681.9501376
"1740",17595221,24.0792,41052.0276424
"1741",17595221,24.384,42123.7220742
"1742",17595221,24.6888,43587.3269203
"1743",17595221,24.9936,44907.2620428
"1744",17595229,0,0
"1745",17595229,0.3048,3.97522725661
"1746",17595229,0.6096,11.7290966654
"1747",17595229,0.9144,24.2829590432
"1748",17595229,1.2192,45.7849054546
"1749",17595229,1.524,78.7285290125
"1750",17595229,1.8288,122.217377662
"1751",17595229,2.1336,178.276448295
"1752",17595229,2.4384,239.369746009
"1753",17595229,2.7432,316.981424188
"1754",17595229,3.048,413.951623469
"1755",17595229,3.3528,529.532205814
"1756",17595229,3.6576,659.999155798
"1757",17595229,3.9624,797.662095892
"1758",17595229,4.2672,946.07551118
"1759",17595229,4.572,1120.63965005
"1760",17595229,4.8768,1323.01442391
"1761",17595229,5.1816,1536.75216474
"1762",17595229,5.4864,1753.58853978
"1763",17595229,5.7912,2002.18268357
"1764",17595229,6.096,2257.91975994
"1765",17595229,6.4008,2547.02745445
"1766",17595229,6.7056,2844.28622375
"1767",17595229,7.0104,3167.67088897
"1768",17595229,7.3152,3494.33043137
"1769",17595229,7.62,3871.76249782
"1770",17595229,7.9248,4244.31591963
"1771",17595229,8.2296,4675.87995332
"1772",17595229,8.5344,5082.21146192
"1773",17595229,8.8392,5504.25913309
"1774",17595229,9.144,5995.74668602
"1775",17595229,9.4488,6484.03653513
"1776",17595229,9.7536,7033.10434289
"1777",17595229,10.0584,7571.80183227
"1778",17595229,10.3632,8137.69372934
"1779",17595229,10.668,8723.24957597
"1780",17595229,10.9728,9293.92836223
"1781",17595229,11.2776,9892.37471698
"1782",17595229,11.5824,10520.838246
"1783",17595229,11.8872,11189.9690632
"1784",17595229,12.192,11905.3482576
"1785",17595229,12.4968,12631.6578258
"1786",17595229,12.8016,13347.7057069
"1787",17595229,13.1064,14135.183331
"1788",17595229,13.4112,14893.6819505
